,id,fermi level,fermi width,e_form,gap is direct,mu_b,formula,vbm,cbm,gap gllbsc
30,perov_30.cif,-0.0428012085922,0.0036749309468000002,2.3,True,-2.080525991442326,LiNaOFN,5.468123244331333,5.468123244331333,0.0
31,perov_31.cif,0.279114264163,0.0018374654734000001,0.66,True,-2.7096183229411968,VMoO3,5.695743291034661,5.695743291034661,0.0
32,perov_32.cif,0.146258997936,0.0018374654734000001,2.0,True,0.013866823443017042,AsCdO2S,6.075919154888568,6.075919154888568,0.0
33,perov_33.cif,0.226362312006,0.0018374654734000001,0.62,True,-1.7675647144793418,VZrO2N,5.578348587087847,5.578348587087847,0.0
34,perov_34.cif,0.161938031658,0.0018374654734000001,0.98,True,0.002777808432654183,InBiO2S,5.376711952401121,5.376711952401121,0.0
35,perov_35.cif,0.298228574453,0.0036749309468000002,1.3,True,1.3662570634000212e-14,AuSiOFN,6.901008725015893,6.901008725015893,0.0
36,perov_36.cif,0.20855792823199998,0.0036749309468000002,0.58,True,-3.3006061278441876e-15,GaMoOFN,5.893848122238516,5.893848122238516,0.0
37,perov_37.cif,0.25914775562,0.0018374654734000001,1.18,True,3.396045801551396e-05,BiBiON2,5.8278650720021705,5.8278650720021705,0.0
38,perov_38.cif,0.254086665824,0.0018374654734000001,1.34,True,1.934692177657034,PdSbO2N,6.163752938279531,6.163752938279531,0.0
39,perov_39.cif,0.201994240993,0.0036749309468000002,0.76,True,0.9939151405607164,TlSnOFN,6.695209688660962,6.695209688660962,0.0
40,perov_40.cif,0.19752320623300001,0.0036749309468000002,1.16,True,0.991618211744715,SbLiO2F,6.124487931969606,6.124487931969606,0.0
41,perov_41.cif,0.376758471307,0.0036749309468000002,1.28,True,-1.054739264715521,ZrCoO2F,6.210436194381236,6.210436194381236,0.0
42,perov_42.cif,0.304317671066,0.0018374654734000001,1.4,True,3.818456662996245,WMoO3,5.928986239837512,5.928986239837512,0.0
43,perov_43.cif,0.132339908319,0.0036749309468000002,2.96,True,1.0045038861723472,TaSrOFN,5.418995542694888,5.418995542694888,0.0
44,perov_44.cif,0.23046600131499997,0.0018374654734000001,0.72,True,0.0015281381676572894,ZnWO2S,5.859203808465753,5.859203808465753,0.0
45,perov_45.cif,0.218140253902,0.0036749309468000002,0.6,True,6.998288878522952,VMnO2F,6.019732938730228,6.019732938730228,0.0
46,perov_46.cif,0.336591889591,0.0018374654734000001,0.68,True,-2.6152434738691006e-05,SrReN3,4.986037266508324,4.986037266508324,0.0
47,perov_47.cif,0.22171969351999998,0.0036749309468000002,0.7,True,0.9992273794516824,CsTiOFN,5.330999788522077,5.330999788522077,0.0
48,perov_48.cif,0.203009514606,0.0018374654734000001,2.84,True,0.1879634732030233,CdLiN3,5.519690045256533,5.519690045256533,0.0
49,perov_49.cif,0.16733185821,0.0018374654734000001,1.18,True,1.9997686685057303,PbYO2N,5.517888615461172,5.517888615461172,0.0
50,perov_50.cif,0.366389976326,0.0018374654734000001,0.56,True,0.0001651500101225167,LaHfO2S,5.152622573398852,5.152622573398852,0.0
51,perov_51.cif,0.159573578163,0.0018374654734000001,0.92,True,-0.00011905261643746233,PdAsO2S,6.081395431609674,6.081395431609674,0.0
52,perov_52.cif,0.193574177671,0.0018374654734000001,0.98,True,0.0008942537507365953,GeNbN3,5.886866824639223,5.886866824639223,0.0
53,perov_53.cif,0.09243810651889998,0.0018374654734000001,3.2,True,-0.15543220261327545,PdRbO2N,5.327703488562246,5.327703488562246,0.0
54,perov_54.cif,0.21095107060899998,0.0018374654734000001,1.48,True,-0.00018271127132582244,BeGaO2S,5.604608473795458,5.604608473795458,0.0
55,perov_55.cif,0.238218407354,0.0018374654734000001,1.36,True,-0.00033230794781361595,BiAuO2S,6.088069399462923,6.088069399462923,0.0
56,perov_56.cif,0.208231966318,0.0018374654734000001,1.78,True,0.4918256467866336,InAuON2,5.8949518344709775,5.8949518344709775,0.0
57,perov_57.cif,0.241972154155,0.0018374654734000001,0.84,True,1.184776566230749,PdCrO2N,5.845281928698197,5.845281928698197,0.0
58,perov_58.cif,0.162235946438,0.0036749309468000002,0.36,True,-4.1278956393335236e-14,RbSnO2F,5.685190203164932,5.685190203164932,0.0
59,perov_59.cif,0.282868047292,0.0018374654734000001,0.64,True,-2.5599279369761545,MoWO2N,5.887464878242548,5.887464878242548,0.0
60,perov_60.cif,0.263967278181,0.0018374654734000001,1.44,True,0.959532223888452,PdCoON2,5.975007474362156,5.975007474362156,0.0
61,perov_61.cif,0.224336631281,0.0018374654734000001,0.0,True,0.0005116290268070145,RbWO2N,5.6356769471485455,4.995676947148545,0.6
62,perov_62.cif,0.244021774571,0.0036749309468000002,1.24,True,1.333452124325678,CsIrO2F,5.858753294700746,5.858753294700746,0.0
63,perov_63.cif,0.276558225898,0.0018374654734000001,1.36,True,1.9999849580957585,CsWN3,5.1724941097683965,5.1724941097683965,0.0
64,perov_64.cif,0.112923448883,0.0018374654734000001,1.9,True,0.0,CaSrO2N,4.4845142456769445,4.4845142456769445,0.0
65,perov_65.cif,0.19026260807599998,0.0036749309468000002,1.54,True,2.0203728470989976e-15,BeBOFN,6.5416408651266496,6.5416408651266496,0.0
66,perov_66.cif,0.221679144238,0.0036749309468000002,0.86,True,0.8107075358091826,AsZrOFN,6.4303035378132005,6.4303035378132005,0.0
67,perov_67.cif,0.32884613124,0.0018374654734000001,1.48,True,0.015630628320254303,ScBeN3,5.7505469806141365,5.7505469806141365,0.0
68,perov_68.cif,0.195875429215,0.0018374654734000001,1.1,True,3.017902597489357,CuFeO2N,5.956425060462093,5.956425060462093,0.0
69,perov_69.cif,0.107269033914,0.0036749309468000002,3.34,True,0.0022379431133767733,TaKOFN,5.62957835030237,5.62957835030237,0.0
70,perov_70.cif,0.285953923832,0.0036749309468000002,1.08,True,-0.0002367198247745348,TaNiO2F,6.389331818499652,6.389331818499652,0.0
71,perov_71.cif,0.153421229986,0.0018374654734000001,3.74,True,6.985897116098582,FeSrN3,4.998409719592184,4.998409719592184,0.0
72,perov_72.cif,0.262451137176,0.0018374654734000001,0.82,True,-0.0002665152084979636,InMoN3,5.4125996695287695,5.4125996695287695,0.0
73,perov_73.cif,0.326991361717,0.0018374654734000001,2.3,True,1.9606625683160972,PtTeN3,6.516376284318942,6.516376284318942,0.0
74,perov_74.cif,0.00768886725979,0.0036749309468000002,3.2,True,0.0,RuKO2F,5.775820825763488,5.775820825763488,0.0
75,perov_75.cif,0.21736817809300002,0.0018374654734000001,1.9,True,0.3284946182754034,BSiO3,6.138889762220112,6.138889762220112,0.0
76,perov_76.cif,0.087388528657,0.0018374654734000001,2.98,True,1.663751199517897,SiSrO2N,5.233018406609547,5.233018406609547,0.0
77,perov_77.cif,0.157708354649,0.0036749309468000002,1.38,True,7.710761614099226e-05,GaPtO2F,6.373957613065964,6.373957613065964,0.0
78,perov_78.cif,0.291377535323,0.0018374654734000001,0.42,True,-4.4415300156622415,MnWO2N,5.832087026740693,5.832087026740693,0.0
79,perov_79.cif,0.231408483941,0.0018374654734000001,1.0,True,0.0016327339808910324,PtLaO2S,5.683927045789791,5.683927045789791,0.0
80,perov_80.cif,0.275260341811,0.0036749309468000002,1.06,True,3.9832239823991884,NbVOFN,6.064968111024648,6.064968111024648,0.0
81,perov_81.cif,0.07906242718949999,0.0018374654734000001,1.6,True,2.423098366766469,NaTlO2N,5.779740150392501,5.779740150392501,0.0
82,perov_82.cif,0.159693374534,0.0018374654734000001,2.04,True,1.7337159197968857,AgInN3,5.554814740632427,5.554814740632427,0.0
83,perov_83.cif,0.189160355381,0.0018374654734000001,0.96,True,0.4693316806218544,CuGeO2N,6.10705796045139,6.10705796045139,0.0
84,perov_84.cif,0.200359482647,0.0018374654734000001,2.22,True,-0.17606357269482184,LiBON2,5.523031461315774,5.523031461315774,0.0
85,perov_85.cif,0.32079621154,0.0018374654734000001,1.9,True,1.513816436830716,SbBeN3,6.195954362822671,6.195954362822671,0.0
86,perov_86.cif,0.19574413811900002,0.0018374654734000001,1.12,True,0.5615053193172379,GeSnON2,6.014756041316128,6.014756041316128,0.0
87,perov_87.cif,0.06582049258780001,0.0036749309468000002,2.8,True,0.0,CoBaOFN,5.800650153152503,5.800650153152503,0.0
88,perov_88.cif,0.289415857571,0.0018374654734000001,0.62,True,2.0972605377310902,TeVO3,6.098906210112907,6.098906210112907,0.0
89,perov_89.cif,0.13058939363299998,0.0036749309468000002,1.86,True,0.0,RuLaO2F,6.0374288780894085,6.0374288780894085,0.0
90,perov_90.cif,0.11877889933,0.0018374654734000001,1.72,True,0.9273311096240208,GaCdO3,5.70673527156507,5.70673527156507,0.0
91,perov_91.cif,0.204884164535,0.0018374654734000001,1.32,True,0.9459844061456018,BeFeN3,5.97950274008603,5.97950274008603,0.0
92,perov_92.cif,0.257471185725,0.0036749309468000002,0.76,True,1.4355399589376103,TeZrO2F,6.521430675883804,6.521430675883804,0.0
93,perov_93.cif,0.198703248146,0.0018374654734000001,1.44,True,0.3798259245655444,SnPbON2,5.8164281944235325,5.8164281944235325,0.0
94,perov_94.cif,0.17331969859700003,0.0018374654734000001,2.32,True,-9.07800364518095e-05,SiNaON2,5.577802365367195,5.577802365367195,0.0
95,perov_95.cif,0.327441473227,0.0018374654734000001,1.16,True,0.0029497442300883137,MoNiON2,5.846234295441625,5.846234295441625,0.0
96,perov_96.cif,0.100915836304,0.0018374654734000001,3.6,True,6.135706983511593,CdKN3,5.284020148523839,5.284020148523839,0.0
97,perov_97.cif,0.290633102623,0.0018374654734000001,1.44,True,0.5060170554874279,MgOsN3,5.882862149622192,5.882862149622192,0.0
98,perov_98.cif,0.24341422291499998,0.0018374654734000001,0.56,False,-7.569040614305127e-06,IrTaO2S,6.241576243946173,5.741576243946173,0.5
99,perov_99.cif,0.20213028392700003,0.0018374654734000001,2.38,True,3.0451356129785974,SnHgN3,6.1255972375344605,6.1255972375344605,0.0
100,perov_100.cif,0.14520505222400001,0.0036749309468000002,1.08,True,0.0018141185901789927,NaRuOFN,5.9260798371316765,5.9260798371316765,0.0
101,perov_101.cif,0.262573032201,0.0018374654734000001,1.48,True,-0.0017722164418136172,NiNiN3,5.9470517425296725,5.9470517425296725,0.0
102,perov_102.cif,0.39115815059500003,0.0018374654734000001,1.02,True,1.4651991681661194,NbReN3,5.727452805992024,5.727452805992024,0.0
103,perov_103.cif,0.31911519801800003,0.0018374654734000001,0.42,True,3.382523152239969e-05,TlReO3,6.231897895041853,6.231897895041853,0.0
104,perov_104.cif,0.210894589705,0.0018374654734000001,1.64,True,-0.0009094186633732332,HfNaO2S,5.093260805393603,5.093260805393603,0.0
105,perov_105.cif,0.0713427113435,0.0036749309468000002,2.58,True,0.0,CoCaOFN,5.576147466805134,5.576147466805134,0.0
106,perov_106.cif,0.282204477473,0.0018374654734000001,0.62,True,2.7671079231005145,ScCrO2S,5.349755682965147,5.349755682965147,0.0
107,perov_107.cif,0.154860342854,0.0018374654734000001,1.7,True,0.5010688497459996,MgAuO2N,6.166891234350505,6.166891234350505,0.0
108,perov_108.cif,0.114802713479,0.0018374654734000001,2.8,True,4.999952678508844,CaNaON2,4.779982072194937,4.779982072194937,0.0
109,perov_109.cif,0.282822380571,0.0036749309468000002,1.54,False,-3.956730537408895e-18,BeSiOFN,6.879079761931172,6.479079761931173,0.4
110,perov_110.cif,0.26443755717399997,0.0018374654734000001,1.62,True,-1.6417224246741486,WPdO2N,6.044876189920497,6.044876189920497,0.0
111,perov_111.cif,0.322082099891,0.0018374654734000001,1.0,True,3.0713925143561616,TeMnO2N,6.096041705382657,6.096041705382657,0.0
112,perov_112.cif,0.37598591115099994,0.0018374654734000001,1.98,True,0.18790443714661367,IrCoN3,6.153505442350575,6.153505442350575,0.0
113,perov_113.cif,0.258687267033,0.0018374654734000001,1.96,True,2.3825757401750667,WCuO2S,5.867082640805656,5.867082640805656,0.0
114,perov_114.cif,0.31519097333900004,0.0036749309468000002,1.3,True,7.868971829157919e-15,LaAuO2F,6.3451908253505485,6.3451908253505485,0.0
115,perov_115.cif,0.254138519543,0.0018374654734000001,1.04,True,1.999731752623308,PdGeO3,6.141869072400478,6.141869072400478,0.0
116,perov_116.cif,0.182138647199,0.0018374654734000001,1.3,True,0.6695813999128042,RhBiO3,5.964019314004662,5.964019314004662,0.0
117,perov_117.cif,0.322333832936,0.0018374654734000001,2.18,True,-0.00014178427359407298,HfBiN3,5.5749360079627355,5.5749360079627355,0.0
118,perov_118.cif,0.201317166072,0.0018374654734000001,1.06,True,0.002233009795162389,NiCuO2S,5.867082640805656,5.867082640805656,0.0
119,perov_119.cif,0.129653211635,0.0018374654734000001,1.7,True,1.5309905609325722,GaLaO2N,5.248754462783248,5.248754462783248,0.0
120,perov_120.cif,0.41161082473099997,0.0018374654734000001,0.7,True,-1.8116882018443485e-05,LaAsON2,5.7653983847678525,5.7653983847678525,0.0
121,perov_121.cif,0.20309038759,0.0018374654734000001,2.18,True,-2.7106199384326946,NiPdO2N,6.044876189920497,6.044876189920497,0.0
122,perov_122.cif,0.287719391168,0.0018374654734000001,0.94,True,0.018611219480945348,SbAlO2N,5.773966061747941,5.773966061747941,0.0
123,perov_123.cif,0.171717382374,0.0018374654734000001,1.0,True,1.816343664847672,PdHfON2,5.704211732777656,5.704211732777656,0.0
124,perov_124.cif,0.301301037141,0.0018374654734000001,1.1,True,-0.10805876689675868,SnGeON2,6.014756041316128,6.014756041316128,0.0
125,perov_125.cif,0.308048642935,0.0036749309468000002,0.54,True,4.233811793900175e-13,PbWOFN,6.278219259764246,6.278219259764246,0.0
126,perov_126.cif,0.0981393238913,0.0036749309468000002,1.38,True,2.0901936005932744,RbTlOFN,5.928074646920408,5.928074646920408,0.0
127,perov_127.cif,0.224685355101,0.0018374654734000001,0.48,False,8.717546723407987e-05,SnTiO2S,6.5428557640692775,4.542855764069278,2.0
128,perov_128.cif,0.164006293375,0.0036749309468000002,1.9,True,2.5834130619008637,MoCdOFN,6.289986161530902,6.289986161530902,0.0
129,perov_129.cif,0.26273109225900004,0.0018374654734000001,1.78,True,0.5883944233037326,AsRuN3,6.200380234986193,6.200380234986193,0.0
130,perov_130.cif,0.09688205698999999,0.0018374654734000001,1.02,True,-0.08441423737793252,NaYO2S,5.025776554882488,5.025776554882488,0.0
131,perov_131.cif,0.19497760167999997,0.0018374654734000001,1.92,True,2.9983361043095296,SbYN3,5.686265463063759,5.686265463063759,0.0
132,perov_132.cif,0.130973816328,0.0018374654734000001,1.02,True,0.2998838727938633,MgInO3,5.484734102720509,5.484734102720509,0.0
133,perov_133.cif,0.198449505482,0.0036749309468000002,1.14,True,-8.482413508642826e-08,GeRhO2F,6.508087657702812,6.508087657702812,0.0
134,perov_134.cif,0.184246272519,0.0036749309468000002,0.56,True,0.0,GaVOFN,5.80024741412528,5.80024741412528,0.0
135,perov_135.cif,0.149288436213,0.0018374654734000001,1.5,True,0.018219011180638844,BTaON2,5.875177464577295,5.875177464577295,0.0
136,perov_136.cif,0.123554209528,0.0036749309468000002,1.5,True,4.999252604303892,MnHgO2F,6.484116735178028,6.484116735178028,0.0
137,perov_137.cif,0.115295270331,0.0018374654734000001,1.6,True,1.3332958867794886,PbBaO2S,5.1652690308552085,5.1652690308552085,0.0
138,perov_138.cif,0.272703770598,0.0018374654734000001,0.44,True,0.09247070531840508,SnVO2N,5.7673865982249035,5.7673865982249035,0.0
139,perov_139.cif,0.137693828657,0.0018374654734000001,3.26,True,4.999999911999602,SnKON2,5.289681507596116,5.289681507596116,0.0
140,perov_140.cif,0.170008503431,0.0018374654734000001,0.88,True,2.6670178746542086,VLaO3,5.411764313334742,5.411764313334742,0.0
141,perov_141.cif,0.0756449105087,0.0036749309468000002,1.42,True,0.9380152845636652,AgHgO2F,6.7176725573951135,6.7176725573951135,0.0
142,perov_142.cif,0.15855892467399998,0.0018374654734000001,2.02,True,1.4772628357981752,LiRhN3,5.4869074742809065,5.4869074742809065,0.0
143,perov_143.cif,0.13999787696,0.0018374654734000001,3.14,True,-2.2504006047677434,CrSrON2,4.946378510349112,4.946378510349112,0.0
144,perov_144.cif,0.20432606929000002,0.0018374654734000001,2.52,True,0.687978671611411,RuMgON2,5.82668467559834,5.82668467559834,0.0
145,perov_145.cif,0.303270794645,0.0018374654734000001,1.1,True,2.2648091913270183,SnFeON2,5.86639980315712,5.86639980315712,0.0
146,perov_146.cif,0.169957447265,0.0018374654734000001,2.4,True,4.2056676541187095,CdMgN3,5.7677661685921375,5.7677661685921375,0.0
147,perov_147.cif,0.30296671469,0.0018374654734000001,1.36,True,0.05340347770257026,YPtON2,5.887107080097199,5.887107080097199,0.0
148,perov_148.cif,0.15537255647099998,0.0018374654734000001,2.24,True,2.8463226926221843,BFeO3,5.9466674273288795,5.9466674273288795,0.0
149,perov_149.cif,0.199339765898,0.0018374654734000001,2.22,True,2.9315146077569167,HgBiN3,6.070481102598742,6.070481102598742,0.0
150,perov_150.cif,0.229688161682,0.0018374654734000001,1.26,True,-0.1714736614738883,NbInON2,5.478442359029288,5.478442359029288,0.0
151,perov_151.cif,0.183041544598,0.0036749309468000002,0.66,True,-0.9863570977622148,AuVO2F,6.572094494679562,6.572094494679562,0.0
152,perov_152.cif,0.19786788272599998,0.0036749309468000002,1.0,True,-5.698733477896081e-13,SnPdO2F,6.4650789045252,6.4650789045252,0.0
153,perov_153.cif,0.244028251726,0.0018374654734000001,1.44,True,2.23664778247894,ReBiO2S,5.660741281148435,5.660741281148435,0.0
154,perov_154.cif,0.240518454999,0.0036749309468000002,1.64,True,0.06984096206626766,PtBeO2F,6.940941617438644,6.940941617438644,0.0
155,perov_155.cif,0.21995822978500001,0.0018374654734000001,1.28,True,3.6600554824476665,WLaO3,5.633378210269858,5.633378210269858,0.0
156,perov_156.cif,0.107908209174,0.0018374654734000001,1.46,True,1.9996694798505,PbCaO2S,4.965357513608535,4.965357513608535,0.0
157,perov_157.cif,0.21143993571800002,0.0036749309468000002,1.78,True,4.187382981321843,FePtOFN,6.637923898485199,6.637923898485199,0.0
158,perov_158.cif,0.191792165297,0.0018374654734000001,2.48,True,0.9011021654621164,CaCaN3,4.5070224240233765,4.5070224240233765,0.0
159,perov_159.cif,0.120031075682,0.0018374654734000001,2.16,True,4.999993386549594,RbYN3,4.914982259641295,4.914982259641295,0.0
160,perov_160.cif,0.20932507697900002,0.0018374654734000001,1.78,True,-0.5821920960078061,RhPdO2N,6.017146230347339,6.017146230347339,0.0
161,perov_161.cif,0.216766952179,0.0018374654734000001,3.9,True,-0.018884499444080164,TeCsN3,5.406596244092064,5.406596244092064,0.0
162,perov_162.cif,0.162888490549,0.0018374654734000001,0.64,True,-0.0012261906149943788,ZnTaON2,5.918362103790344,5.918362103790344,0.0
163,perov_163.cif,0.212043107201,0.0018374654734000001,1.1,True,0.0005404237996273763,RhCuO2S,5.8401682823754175,5.8401682823754175,0.0
164,perov_164.cif,0.259944033325,0.0018374654734000001,1.86,True,0.0012535642843349848,BeSiN3,6.172786456088986,6.172786456088986,0.0
165,perov_165.cif,0.363553330295,0.0036749309468000002,1.4,True,3.2421417665095613,HfMnOFN,5.913103586462817,5.913103586462817,0.0
166,perov_166.cif,0.265998119705,0.0018374654734000001,1.44,True,0.8636294652683887,ZnIrO2N,6.283550738152809,6.283550738152809,0.0
167,perov_167.cif,0.12521045996400001,0.0018374654734000001,2.62,True,1.9248403072904487,LiAgN3,5.522179757611414,5.522179757611414,0.0
168,perov_168.cif,0.22428292530000002,0.0018374654734000001,1.14,True,1.9730706466596108,CoSbON2,6.078757220188256,6.078757220188256,0.0
169,perov_169.cif,0.20677894403900002,0.0036749309468000002,-0.04,False,4.9892156034924744e-15,AgTiO2F,7.583701959794139,4.783701959794137,2.8
170,perov_170.cif,0.231131918941,0.0036749309468000002,1.92,True,-4.320796261454489e-15,BReOFN,6.284581407839652,6.284581407839652,0.0
171,perov_171.cif,0.303359262595,0.0018374654734000001,0.72,True,0.4809860687513279,BiNiO3,5.991504438703276,5.991504438703276,0.0
172,perov_172.cif,0.277458132601,0.0018374654734000001,0.9,True,0.00047097936397832996,GaReN3,5.477463808439933,5.477463808439933,0.0
173,perov_173.cif,0.275918406809,0.0036749309468000002,0.44,True,4.344626149682512,MnTiO2F,5.968710892095367,5.968710892095367,0.0
174,perov_174.cif,0.21464632128,0.0018374654734000001,1.52,True,-8.35098874526394e-05,RuBeO2S,6.000090296032169,6.000090296032169,0.0
175,perov_175.cif,0.216671131617,0.0018374654734000001,2.02,True,3.7938057868454633,RbRhON2,5.254236562109782,5.254236562109782,0.0
176,perov_176.cif,0.139702356239,0.0036749309468000002,1.12,True,1.0187964917098782,PdBiO2F,6.406908223781048,6.406908223781048,0.0
177,perov_177.cif,0.216842429298,0.0018374654734000001,0.88,True,0.011324295589091092,RbRuO2N,5.339622407483751,5.339622407483751,0.0
178,perov_178.cif,0.285826797925,0.0018374654734000001,1.2,True,1.2168549039408063,TiAsO2N,5.962712442529511,5.962712442529511,0.0
179,perov_179.cif,0.0990222889951,0.0018374654734000001,3.44,True,0.3315067970286858,TiRbO2S,4.907757076251843,4.907757076251843,0.0
180,perov_180.cif,0.308874646834,0.0036749309468000002,1.36,True,1.4634027877391364e-15,SiSiO2F,6.687301707365331,6.687301707365331,0.0
181,perov_181.cif,0.19726782125700001,0.0036749309468000002,0.66,True,-0.5139648724053527,PdNbOFN,6.3276146630539545,6.3276146630539545,0.0
182,perov_182.cif,0.214554865204,0.0018374654734000001,1.7,True,0.8910574854732654,AuNiO2N,6.3672304786696285,6.3672304786696285,0.0
183,perov_183.cif,0.280403744344,0.0018374654734000001,2.02,True,-0.3466443073598806,ZrAuO2S,5.941984393168863,5.941984393168863,0.0
184,perov_184.cif,0.22573815359700003,0.0018374654734000001,1.06,True,1.9973682622276905,YMgO2N,5.477586730885595,5.477586730885595,0.0
185,perov_185.cif,0.16296616969699998,0.0018374654734000001,1.24,True,0.27387458714095203,SnHgO2S,6.021488470496581,6.021488470496581,0.0
186,perov_186.cif,0.116982308235,0.0036749309468000002,2.46,True,0.0,NbBaO2F,5.757674291754597,5.757674291754597,0.0
187,perov_187.cif,0.171139284576,0.0036749309468000002,2.52,True,0.0,OsYOFN,6.162769602236807,6.162769602236807,0.0
188,perov_188.cif,0.14665479958,0.0036749309468000002,2.54,True,0.7983133740436229,AlAuOFN,6.378112752182102,6.378112752182102,0.0
189,perov_189.cif,0.0483402990494,0.0018374654734000001,3.08,True,0.0,CuCsO2S,5.102940366915808,5.102940366915808,0.0
190,perov_190.cif,0.247910354809,0.0018374654734000001,1.84,True,-2.1109317026613152,RuPtO2N,6.3509459173756255,6.3509459173756255,0.0
191,perov_191.cif,0.153584506022,0.0018374654734000001,1.26,True,-2.950202231934399,CrNaO2N,5.346904565351731,5.346904565351731,0.0
192,perov_192.cif,0.25815642579500003,0.0036749309468000002,0.9,True,-3.824592499128556e-15,ZnReOFN,6.3307753113155725,6.3307753113155725,0.0
193,perov_193.cif,0.116260966512,0.0018374654734000001,1.52,True,1.1154501766779354,CuPbO2N,5.905686591799906,5.905686591799906,0.0
194,perov_194.cif,0.160211337979,0.0018374654734000001,2.32,True,5.346045087761175,TlCdN3,6.224663239673201,6.224663239673201,0.0
195,perov_195.cif,0.198436192944,0.0018374654734000001,1.18,True,0.0,NbCdO3,5.967188116116137,5.967188116116137,0.0
196,perov_196.cif,0.10251183000700001,0.0018374654734000001,1.26,True,0.9938634672008709,KBaO3,4.880530348958813,4.880530348958813,0.0
